created_at,id,id_str,text,truncated,entities,extended_entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang
Wed Nov 13 19:24:07 +0000 2019,1194697466597261313,1194697466597261313,"RT @FSU_Barstool: Breaking: 5-star small forward Scottie Barnes has officially signed with FSU
#BasketballSchool https://t.co/JoxVPZfpLm",False,"{'hashtags': [{'text': 'BasketballSchool', 'indices': [95, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FSU_Barstool', 'name': 'Barstool FSU', 'id': 2414901324, 'id_str': '2414901324', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}, 'source_status_id': 1194693076071133184, 'source_status_id_str': '1194693076071133184', 'source_user_id': 2414901324, 'source_user_id_str': '2414901324'}]}","{'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}, 'source_status_id': 1194693076071133184, 'source_status_id_str': '1194693076071133184', 'source_user_id': 2414901324, 'source_user_id_str': '2414901324'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 367691339, 'id_str': '367691339', 'name': 'T-Deck', 'screen_name': 'tdeckSWAG', 'location': 'Florida, USA', 'description': 'THE Florida State University 🍢🍢🍢/ IG:Tdeck19', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 346, 'friends_count': 294, 'listed_count': 3, 'created_at': 'Sun Sep 04 11:53:47 +0000 2011', 'favourites_count': 8886, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 11904, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/890421639753719808/s01f3yq9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/890421639753719808/s01f3yq9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/367691339/1557285485', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Wed Nov 13 19:06:40 +0000 2019', 'id': 1194693076071133184, 'id_str': '1194693076071133184', 'text': 'Breaking: 5-star small forward Scottie Barnes has officially signed with FSU\n#BasketballSchool https://t.co/JoxVPZfpLm', 'truncated': False, 'entities': {'hashtags': [{'text': 'BasketballSchool', 'indices': [77, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2414901324, 'id_str': '2414901324', 'name': 'Barstool FSU', 'screen_name': 'FSU_Barstool', 'location': 'Tallahassee, Florida', 'description': 'Direct Affiliate of @BarstoolSports not affiliated with FSU. Instagram: https://t.co/WepXaGbiDF DM videos/Smokeshow nominations', 'url': 'https://t.co/ZpYQnzxrsV', 'entities': {'url': {'urls': [{'url': 'https://t.co/ZpYQnzxrsV', 'expanded_url': 'http://form.jotform.us/form/41054069909155', 'display_url': 'form.jotform.us/form/410540699…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/WepXaGbiDF', 'expanded_url': 'https://www.instagram.com/barstoolfsu/', 'display_url': 'instagram.com/barstoolfsu/', 'indices': [72, 95]}]}}, 'protected': False, 'followers_count': 16891, 'friends_count': 670, 'listed_count': 85, 'created_at': 'Thu Mar 27 21:15:38 +0000 2014', 'favourites_count': 8808, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 265, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/905089778084929536/bheegZcs_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/905089778084929536/bheegZcs_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2414901324/1556318188', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 49, 'favorite_count': 197, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,49,0,False,False,False,en
Wed Nov 13 19:23:52 +0000 2019,1194697405360484356,1194697405360484356,"RT @FSU_Barstool: Breaking: 5-star small forward Scottie Barnes has officially signed with FSU
#BasketballSchool https://t.co/JoxVPZfpLm",False,"{'hashtags': [{'text': 'BasketballSchool', 'indices': [95, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FSU_Barstool', 'name': 'Barstool FSU', 'id': 2414901324, 'id_str': '2414901324', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}, 'source_status_id': 1194693076071133184, 'source_status_id_str': '1194693076071133184', 'source_user_id': 2414901324, 'source_user_id_str': '2414901324'}]}","{'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}, 'source_status_id': 1194693076071133184, 'source_status_id_str': '1194693076071133184', 'source_user_id': 2414901324, 'source_user_id_str': '2414901324'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 99035474, 'id_str': '99035474', 'name': 'PJ Jones', 'screen_name': 'coachp773', 'location': 'City in the Midwest thats best', 'description': ""IG:  peetyjay_\n\nNot KD'S burner account \n\n*disclaimer all views are mine*"", 'url': 'https://t.co/0vfsG6WIQi', 'entities': {'url': {'urls': [{'url': 'https://t.co/0vfsG6WIQi', 'expanded_url': 'http://www.swishdreams.org', 'display_url': 'swishdreams.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 325, 'friends_count': 652, 'listed_count': 2, 'created_at': 'Thu Dec 24 05:18:08 +0000 2009', 'favourites_count': 10050, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 21235, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1153440263685193728/pqvEPMe-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1153440263685193728/pqvEPMe-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/99035474/1536170597', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Wed Nov 13 19:06:40 +0000 2019', 'id': 1194693076071133184, 'id_str': '1194693076071133184', 'text': 'Breaking: 5-star small forward Scottie Barnes has officially signed with FSU\n#BasketballSchool https://t.co/JoxVPZfpLm', 'truncated': False, 'entities': {'hashtags': [{'text': 'BasketballSchool', 'indices': [77, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2414901324, 'id_str': '2414901324', 'name': 'Barstool FSU', 'screen_name': 'FSU_Barstool', 'location': 'Tallahassee, Florida', 'description': 'Direct Affiliate of @BarstoolSports not affiliated with FSU. Instagram: https://t.co/WepXaGbiDF DM videos/Smokeshow nominations', 'url': 'https://t.co/ZpYQnzxrsV', 'entities': {'url': {'urls': [{'url': 'https://t.co/ZpYQnzxrsV', 'expanded_url': 'http://form.jotform.us/form/41054069909155', 'display_url': 'form.jotform.us/form/410540699…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/WepXaGbiDF', 'expanded_url': 'https://www.instagram.com/barstoolfsu/', 'display_url': 'instagram.com/barstoolfsu/', 'indices': [72, 95]}]}}, 'protected': False, 'followers_count': 16891, 'friends_count': 670, 'listed_count': 85, 'created_at': 'Thu Mar 27 21:15:38 +0000 2014', 'favourites_count': 8808, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 265, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/905089778084929536/bheegZcs_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/905089778084929536/bheegZcs_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2414901324/1556318188', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 49, 'favorite_count': 197, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,49,0,False,False,False,en
Wed Nov 13 19:23:43 +0000 2019,1194697368169590784,1194697368169590784,"RT @FSU_Barstool: Breaking: 5-star small forward Scottie Barnes has officially signed with FSU
#BasketballSchool https://t.co/JoxVPZfpLm",False,"{'hashtags': [{'text': 'BasketballSchool', 'indices': [95, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FSU_Barstool', 'name': 'Barstool FSU', 'id': 2414901324, 'id_str': '2414901324', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}, 'source_status_id': 1194693076071133184, 'source_status_id_str': '1194693076071133184', 'source_user_id': 2414901324, 'source_user_id_str': '2414901324'}]}","{'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}, 'source_status_id': 1194693076071133184, 'source_status_id_str': '1194693076071133184', 'source_user_id': 2414901324, 'source_user_id_str': '2414901324'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 2808614762, 'id_str': '2808614762', 'name': 'Spencer Sayre', 'screen_name': 'Spencer_Sayre', 'location': '', 'description': 'Tampa/Tally ¯\\_(ツ)_/¯', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 272, 'friends_count': 271, 'listed_count': 2, 'created_at': 'Sun Sep 14 03:09:21 +0000 2014', 'favourites_count': 13454, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 6157, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1149312275704102914/oHqb2XQ9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1149312275704102914/oHqb2XQ9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2808614762/1560729722', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Wed Nov 13 19:06:40 +0000 2019', 'id': 1194693076071133184, 'id_str': '1194693076071133184', 'text': 'Breaking: 5-star small forward Scottie Barnes has officially signed with FSU\n#BasketballSchool https://t.co/JoxVPZfpLm', 'truncated': False, 'entities': {'hashtags': [{'text': 'BasketballSchool', 'indices': [77, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1194693071927156737, 'id_str': '1194693071927156737', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRnBOfWoAEJ7Dc.jpg', 'url': 'https://t.co/JoxVPZfpLm', 'display_url': 'pic.twitter.com/JoxVPZfpLm', 'expanded_url': 'https://twitter.com/FSU_Barstool/status/1194693076071133184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1199, 'h': 672, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1199, 'h': 672, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2414901324, 'id_str': '2414901324', 'name': 'Barstool FSU', 'screen_name': 'FSU_Barstool', 'location': 'Tallahassee, Florida', 'description': 'Direct Affiliate of @BarstoolSports not affiliated with FSU. Instagram: https://t.co/WepXaGbiDF DM videos/Smokeshow nominations', 'url': 'https://t.co/ZpYQnzxrsV', 'entities': {'url': {'urls': [{'url': 'https://t.co/ZpYQnzxrsV', 'expanded_url': 'http://form.jotform.us/form/41054069909155', 'display_url': 'form.jotform.us/form/410540699…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/WepXaGbiDF', 'expanded_url': 'https://www.instagram.com/barstoolfsu/', 'display_url': 'instagram.com/barstoolfsu/', 'indices': [72, 95]}]}}, 'protected': False, 'followers_count': 16891, 'friends_count': 670, 'listed_count': 85, 'created_at': 'Thu Mar 27 21:15:38 +0000 2014', 'favourites_count': 8808, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 265, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/905089778084929536/bheegZcs_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/905089778084929536/bheegZcs_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2414901324/1556318188', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 49, 'favorite_count': 197, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,49,0,False,False,False,en
